-DOCSTART- -X- -X- O
to O O O
be O O O
wrapped O O O
in O O O
strips O O O
of O O O
military O O B-ORG
uniform O O O
. O O O

it O O O
's O O O
not O O O
clear O O O
how O O O
long O O O
the O O O
bodies O O B-PER
had O O O
lain O O O
here O O B-FAC
, O O O
but O O O
they O O B-PER
were O O O
clearly O O O
not O O O
from O O O
this O O O
war O O O
. O O O

unidentified O O B-PER
male O O I-PER

you O O B-PER
come O O O
to O O O
expect O O O
everything O O O
in O O O
war O O O
fighting O O O
. O O O

the O O O
coffins O O O
were O O O
there O O O
. O O O

it O O O
was O O O
a O O O
bit O O O
more O O O
of O O O
a O O O
surprise O O O
when O O O
i O O B-PER
discovered O O O
the O O O
bags O O O
with O O O
the O O O
human O O B-PER
remains O O B-PER
inside O O O
. O O O

ewart O O B-PER

inside O O O
a O O O
neighboring O O O
building O O B-FAC
, O O O
there O O O
was O O O
evidence O O O
of O O O
cells O O B-FAC
and O O O
a O O O
catalog O O O
of O O O
photographs O O O
of O O O
the O O O
dead O O B-PER
. O O O

most O O B-PER
had O O O
died O O O
from O O O
gunshot O O O
wounds O O O
to O O O
the O O O
head O O O
. O O O

others O O B-PER
were O O O
mutilated O O O
beyond O O O
recognition O O O
, O O O
their O O B-PER
faces O O O
burned O O O
and O O O
swollen O O O
. O O O

outside O O O
, O O O
soldiers O O B-PER
discovered O O O
what O O O
they O O B-PER
described O O O
as O O O
a O O O
purpose O O O
- O O O
built O O O
shooting O O O
gallery O O B-FAC
, O O O
the O O O
brickwork O O O
behind O O O
it O O B-FAC
riddled O O O
with O O O
bullets O O B-WEA
. O O O

identity O O O
cards O O O
revealed O O O
the O O O
names O O O
of O O O
some O O O
of O O O
the O O O
dead O O B-PER
. O O O

forensic O O O
specialists O O B-PER
will O O O
now O O O
visit O O O
the O O O
scene O O O
and O O O
hope O O O
to O O O
establish O O O
the O O O
truth O O O
of O O O
what O O O
happened O O O
here O O B-FAC
and O O O
when O O O
. O O O

( O O O
on O O O
camera O O O
) O O O
: O O O
today O O O
's O O O
discovery O O O
seems O O O
to O O O
provide O O O
shocking O O O
evidence O O O
of O O O
atrocities O O O
under O O O
saddam O O B-PER
hussein O O I-PER
's O O O
regime O O B-ORG
. O O O

most O O O
people O O B-PER
are O O O
afraid O O O
to O O O
talk O O O
openly O O O
about O O O
what O O O
's O O O
been O O O
happening O O O
here O O O
. O O O

but O O O
when O O O
they O O B-PER
do O O O
, O O O
british O O B-GPE
soldiers O O B-PER
believe O O O
, O O O
more O O O
horrors O O O
will O O O
come O O O
to O O O
light O O O
. O O O

tim O O B-PER
ewart O O I-PER
, O O O
itv O O B-ORG
news O O I-ORG
, O O O
azubayr O O B-GPE
. O O O

( O O O
end O O O
videotape O O O
) O O O

woodruff O O B-PER

well O O O
, O O O
from O O O
a O O O
gruesome O O O
finding O O O
to O O O
a O O O
dangerous O O O
one O O O
in O O O
central O O O
iraq O O B-LOC
. O O O

u.s O O B-GPE
. O O O
troops O O B-PER
work O O O
to O O O
clear O O O
that O O O
area O O B-LOC
of O O O
iraqi O O B-GPE
weapons O O B-WEA
, O O O
coming O O O
up O O O
. O O O

story O O O

2003-04-05t16 O O O
:00:00 O O O
-05:00 O O O

coalition O O O
troops O O O
penetrate O O O
outskirts O O O
of O O O
baghdad O O O

juliet O O B-PER
bremner O O I-PER
, O O O
itv O O B-ORG
news O O I-ORG
( O O O
voice-over O O O
) O O O

dominating O O O
the O O O
city O O B-GPE
gates O O O
to O O O
basra O O B-GPE
. O O O

saddam O O B-PER
hussein O O I-PER
and O O O
his O O B-PER
henchmen O O B-PER
still O O O
claim O O O
to O O O
control O O O
this O O O
southern O O O
port O O B-FAC
. O O O

but O O O
the O O O
british O O B-GPE
want O O O
to O O O
send O O O
a O O O
powerful O O O
symbolic O O O
message O O O
. O O O

soldiers O O B-PER
are O O O
here O O B-GPE
to O O O
tear O O O
down O O O
the O O O
regime O O B-ORG
and O O O
all O O O
it O O B-ORG
stands O O O
for O O O
. O O O

by O O O
the O O O
time O O O
they O O B-PER
leave O O O
iraq O O B-GPE
, O O O
they O O B-PER
're O O O
determined O O O
saddam O O B-PER
and O O O
his O O B-PER
ba'ath O O B-ORG
party O O I-ORG
will O O O
have O O O
bitten O O O
the O O O
dust O O O
. O O O

the O O O
approach O O O
can O O O
seem O O O
frustratingly O O O
slow O O O
, O O O
but O O O
day O O O
by O O O
day O O O
, O O O
the O O O
desert O O B-PER
rats O O I-PER
are O O O
exerting O O O
more O O O
control O O O
. O O O

checkpoints O O B-FAC
meant O O O
to O O O
filter O O O
out O O O
iraqi O O B-GPE
hardliners O O B-PER
. O O O

( O O O
on O O O
camera O O O
) O O O
: O O O
they O O B-PER
're O O O
well O O O
within O O O
striking O O O
distance O O O
of O O O
the O O O
mortars O O B-WEA
and O O O
rockets O O B-WEA
of O O O
the O O O
fedayeen O O B-PER
militia O O B-ORG
, O O O
but O O O
they O O B-PER
're O O O
prepared O O O
to O O O
take O O O
that O O O
risk O O O
to O O O
try O O O
and O O O
persuade O O O
the O O O
people O O B-GPE
of O O O
basra O O B-GPE
that O O O
they O O B-PER
wo O O O
n't O O O
desert O O O
them O O B-GPE
, O O O
that O O O
they O O B-PER
'll O O O
stick O O O
with O O O
this O O O
however O O O
messy O O O
it O O O
gets O O O
. O O O

( O O O
voice-over O O O
) O O O
: O O O
drastic O O O
action O O O
is O O O
need O O O
to O O O
convince O O O
a O O O
dubious O O O
population O O B-GPE
. O O O

unidentified O O O
male O O B-PER

get O O O
down O O O
, O O O
get O O O
down O O O
! O O O

bremner O O B-PER

we O O B-PER
watched O O O
a O O O
nighttime O O O
raid O O O
on O O O
the O O O
homes O O B-FAC
of O O O
ba'ath O O B-ORG
party O O I-ORG
officials O O B-PER
and O O O
fedayeen O O B-PER
militia O O B-PER
. O O O

these O O B-PER
are O O O
men O O B-PER
singled O O O
out O O O
by O O O
locals O O B-PER
and O O O
believed O O O
by O O O
army O O B-ORG
intelligence O O B-PER
to O O O
be O O O
behind O O O
much O O O
of O O O
the O O O
brutality O O O
and O O O
corruption O O O
. O O O

most O O B-PER
are O O O
not O O O
accused O O O
of O O O
specific O O O
crimes O O O
but O O O
suspected O O O
of O O O
being O O O
part O O O
of O O O
the O O O
state-sponsored O O O
climate O O O
of O O O
fear O O O
. O O O

unidentified O O O
male O O B-PER

( O O O
unintelligible O O O
) O O O
, O O O
get O O O
up O O O
! O O O

bremner O O B-PER

the O O O
party O O B-ORG
's O O O
influence O O O
extends O O O
to O O O
every O O O
corner O O O
of O O O
iraqi O O B-GPE
society O O O
. O O O

in O O O
two O O O
small O O O
communities O O B-GPE
, O O O
we O O B-PER
witnessed O O O
more O O O
than O O O
70 O O O
people O O B-PER
being O O O
rounded O O O
up O O O
. O O O

some O O B-PER
are O O O
clearly O O O
terrified O O O
of O O O
what O O O
lies O O O
ahead O O O
, O O O
uncertain O O O
of O O O
their O O B-PER
fate O O O
, O O O
overcome O O O
by O O O
nerves O O O
. O O O

but O O O
as O O O
it O O O
ended O O O
, O O O
there O O O
was O O O
no O O O
british O O B-GPE
apology O O O
for O O O
the O O O
scale O O O
of O O O
the O O O
operation O O O
. O O O

unidentified O O O
male O O B-PER

we O O B-PER
came O O O
in O O O
firm O O O
, O O O
we O O B-PER
came O O O
in O O O
fair O O O
. O O O

there O O O
was O O O
no O O O
shots O O O
fired O O O
. O O O

we O O B-PER
gave O O O
a O O O
good O O O
warning O O O
before O O O
we O O B-PER
came O O O
in O O O
. O O O

we O O B-PER
've O O O
been O O O
playing O O O
warnings O O O
to O O O
people O O B-PER
to O O O
stay O O O
in O O O
their O O B-PER
houses O O B-FAC
, O O O
and O O O
we O O B-PER
've O O O
only O O O
lifted O O O
those O O O
people O O B-PER
we O O B-PER
've O O O
got O O O
very O O O
good O O O
intelligence O O O
on O O O
. O O O

bremner O O B-PER

this O O O
is O O O
not O O O
a O O O
tactic O O O
that O O O
can O O O
be O O O
regularly O O O
repeated O O O
, O O O
or O O O
the O O O
british O O B-GPE
risk O O O
being O O O
accused O O O
of O O O
installing O O O
their O O B-GPE
own O O O
rule O O O
of O O O
terror O O O
. O O O

despite O O O
the O O O
discomfort O O O
of O O O
a O O O
few O O B-PER
, O O O
there O O O
's O O O
a O O O
conviction O O O
that O O O
this O O O
is O O O
a O O O
night O O O
's O O O
work O O O
that O O O
will O O O
benefit O O O
the O O O
majority O O O
. O O O

juliet O O B-PER
bremner O O I-PER
in O O O
basra O O B-GPE
. O O O

( O O O
end O O O
videotape O O O
) O O O

woodruff O O B-PER

well O O O
, O O O
there O O O
has O O O
been O O O
a O O O
terrible O O O
discovery O O O
by O O O
some O O O
other O O O
british O O B-GPE
troops O O B-PER
in O O O
southern O O O
iraq O O B-LOC
. O O O

up O O O
next O O O
, O O O
evidence O O O
at O O O
a O O O
makeshift O O O
morgue O O B-FAC
points O O O
to O O O
mass O O O
executions O O O
by O O O
the O O O
iraqi O O B-GPE
regime O O B-ORG
. O O O

but O O O
first O O O
, O O O
more O O O
scenes O O O
from O O O
today O O O
's O O O
fighting O O O
in O O O
baghdad O O B-GPE
. O O O

story O O O

2003-03-29t16 O O O
:00:00 O O O
-05:00 O O O

new O O O
explosions O O O
in O O O
mosul O O O
, O O O
baghdad O O O

woodruff O O B-PER

that O O O
report O O O
filed O O O
just O O O
a O O O
short O O O
time O O O
ago O O O
. O O O

well O O O
, O O O
cnn O O B-ORG
analyst O O B-PER
ken O O B-PER
pollack O O I-PER
who O O B-PER
is O O O
with O O O
the O O O
center O O B-ORG
for O O I-ORG
middle O O I-ORG
east O O I-ORG
policy O O I-ORG
at O O O
the O O O
brookings O O B-ORG
institution O O I-ORG
is O O O
with O O O
me O O B-PER
now O O O
. O O O

he O O B-PER
is O O O
an O O O
expert O O B-PER
on O O O
the O O O
iraqi O O B-GPE
military O O B-ORG
and O O O
its O O B-ORG
tactics O O O
and O O O
weapons O O B-WEA
. O O O

ken O O B-PER
pollack O O I-PER
, O O O
that O O O
resistance O O O
that O O O
we O O B-PER
just O O O
saw O O O
the O O O
british O O B-GPE
troops O O B-PER
dealing O O O
with O O O
, O O O
you O O B-PER
and O O O
i O O B-PER
were O O O
talking O O O
earlier O O O
today O O O
. O O O

the O O O
story O O O
the O O O
last O O O
few O O O
days O O O
has O O O
been O O O
the O O O
surprising O O O
level O O O
of O O O
resistance O O O
but O O O
you O O B-PER
're O O O
telling O O O
me O O B-PER
your O O B-PER
sense O O O
is O O O
that O O O
the O O O
coalition O O B-GPE
forces O O B-PER
are O O O
beginning O O O
to O O O
adjust O O O
to O O O
that O O O
. O O O

ken O O B-PER
pollack O O I-PER
, O O I-PER
center O O I-PER
for O O I-PER
middle O O I-PER
east O O I-PER
policy O O I-PER
, O O I-PER
brookings O O I-PER
institution O O I-PER

right O O O
. O O O

i O O B-PER
mean O O O
we O O B-PER
're O O O
seeing O O O
one O O O
of O O O
the O O O
great O O O
advantages O O O
of O O O
u.s O O B-GPE
. O O O
and O O O
british O O B-GPE
forces O O B-PER
now O O O
, O O O
judy O O B-PER
, O O O
which O O O
is O O O
that O O O
they O O B-PER
're O O O
superbly O O O
trained O O O
troops O O B-PER
. O O O

they O O B-PER
have O O O
training O O O
in O O O
a O O O
whole O O O
variety O O O
of O O O
different O O O
missions O O O
and O O O
they O O B-PER
're O O O
adapting O O O
. O O O

they O O B-PER
recognize O O O
now O O O
they O O B-PER
went O O O
in O O O
with O O O
some O O O
false O O O
assumptions O O O
about O O O
the O O O
kind O O O
of O O O
reception O O O
that O O O
they O O B-PER
were O O O
going O O O
to O O O
face O O O
. O O O

the O O O
plan O O O
that O O O
was O O O
implemented O O O
had O O O
some O O O
inherent O O O
risks O O O
in O O O
it O O O
, O O O
risks O O O
to O O O
the O O O
supply O O O
line O O B-FAC
, O O O
risks O O O
in O O O
terms O O O
of O O O
not O O O
clearing O O O
cities O O B-GPE
and O O O
they O O B-PER
're O O O
shifting O O O
. O O O

they O O B-PER
're O O O
changing O O O
and O O O
the O O O
troops O O B-PER
are O O O
trained O O O
well O O O
enough O O O
to O O O
be O O O
able O O O
to O O O
deal O O O
with O O O
that O O O
. O O O

you O O B-PER
've O O O
seen O O O
u.s O O B-GPE
. O O O
central O O B-ORG
command O O I-ORG
bringing O O O
up O O O
additional O O O
forces O O B-PER
like O O O
the O O O
82nd O O B-ORG
airborne O O I-ORG
division O O I-ORG
to O O O
better O O O
deal O O O
with O O O
these O O O
long O O O
supply O O O
lines O O B-FAC
, O O O
get O O O
control O O O
over O O O
the O O O
cities O O B-GPE
and O O O
so O O O
i O O B-PER
think O O O
that O O O
u.s O O B-GPE
. O O O
and O O O
british O O B-GPE
forces O O B-PER
are O O O
beginning O O O
to O O O
stabilize O O O
the O O O
battlefield O O O
. O O O

woodruff O O B-PER

so O O O
as O O O
an O O O
onlooker O O B-PER
, O O O
as O O O
somebody O O B-PER
who O O B-PER
's O O O
studied O O O
the O O O
iraqi O O B-GPE
capabilities O O O
, O O O
is O O O
it O O O
your O O B-PER
sense O O O
that O O O
the O O O
coalition O O B-GPE
can O O O
continue O O O
to O O O
adjust O O O
to O O O
whatever O O O
they O O B-GPE
deal O O O
with O O O
? O O O

pollack O O B-PER

absolutely O O O
. O O O

one O O O
of O O O
the O O O
things O O O
i O O B-PER
think O O O
we O O B-PER
're O O O
likely O O O
to O O O
see O O O
is O O O
that O O O
the O O O
iraqis O O B-PER
are O O O
going O O O
to O O O
have O O O
a O O O
tougher O O O
time O O O
adapting O O O
than O O O
u.s O O B-GPE
. O O O
forces O O B-PER
are O O O
. O O O

typically O O O
what O O O
you O O B-PER
've O O O
seen O O O
in O O O
the O O O
iraqi O O B-GPE
armed O O O
forces O O B-PER
is O O O
the O O O
change O O O
has O O O
to O O O
come O O O
from O O O
the O O O
top O O O
. O O O

it O O O
does O O O
n't O O O
come O O O
from O O O
the O O O
ground O O O
up O O O
. O O O

you O O B-PER
do O O O
n't O O O
have O O O
ground O O O
commanders O O B-PER
calling O O O
back O O O
and O O O
saying O O O
hey O O O
, O O O
we O O B-PER
'd O O O
like O O O
to O O O
try O O O
this O O O
tactic O O O
or O O O
this O O O
seems O O O
to O O O
work O O O
. O O O

tell O O O
everybody O O B-PER
else O O O
to O O O
do O O O
the O O O
same O O O
thing O O O
. O O O

instead O O O
the O O O
high O O O
command O O B-PER
has O O O
to O O O
identify O O O
a O O O
problem O O O
, O O O
come O O O
up O O O
with O O O
a O O O
solution O O O
and O O O
transmit O O O
it O O O
down O O O
. O O O

chances O O O
are O O O
the O O O
iraqis O O B-PER
are O O O
going O O O
to O O O
continue O O O
to O O O
stick O O O
with O O O
what O O O
we O O B-PER
've O O O
seen O O O
before O O O
, O O O
irregular O O O
forces O O B-PER
blending O O O
in O O O
with O O O
civilians O O B-PER
trying O O O
to O O O
attack O O O
u.s O O B-GPE
. O O O
forces O O B-PER
, O O O
some O O O
more O O O
of O O O
these O O O
suicide O O O
attacks O O O
which O O O
are O O O
going O O O
to O O O
be O O O
problematic O O O
for O O O
our O O B-GPE
troops O O B-PER
. O O O

there O O O
's O O O
no O O O
way O O O
around O O O
that O O O
but O O O
u.s O O B-GPE
. O O O
forces O O B-PER
, O O O
british O O B-GPE
forces O O B-PER
are O O O
beginning O O O
to O O O
adapt O O O
to O O O
it O O O
. O O O

woodruff O O B-PER

i O O B-PER
want O O O
to O O O
ask O O O
you O O B-PER
about O O O
you O O B-PER
mentioned O O O
coalition O O B-GPE
forces O O B-PER
going O O O
in O O O
expecting O O O
more O O O
support O O O
from O O O
ordinary O O O
iraqi O O B-GPE
people O O B-PER
. O O O

i O O B-PER
just O O O
interviewed O O O
a O O O
gentleman O O B-PER
, O O O
native O O B-PER
of O O O
iraq O O B-GPE
, O O O
who O O B-PER
talks O O O
to O O O
his O O B-PER
family O O B-PER
there O O B-GPE
all O O O
the O O O
time O O O
and O O O
he O O B-PER
says O O O
they O O B-PER
live O O O
in O O O
baghdad O O B-GPE
20 O O O
, O O O
30 O O O
, O O O
50 O O O
of O O O
them O O B-PER
and O O O
he O O B-PER
said O O O
they O O B-PER
do O O O
the O O O
view O O O
the O O O
americans O O B-PER
as O O O
invaders O O B-PER
. O O O

they O O B-PER
hate O O O
saddam O O B-PER
hussein O O I-PER
. O O O

they O O B-PER
do O O O
n't O O O
like O O O
what O O O
he O O B-PER
's O O O
doing O O O
but O O O
they O O B-PER
do O O O
n't O O O
think O O O
the O O O
americans O O B-PER
are O O O
the O O O
answer O O O
. O O O

pollack O O B-PER

all O O O
right O O O
. O O O

well O O O
, O O O
this O O O
is O O O
something O O O
that O O O
we O O B-PER
've O O O
been O O O
trying O O O
to O O O
get O O O
a O O O
grip O O O
on O O O
for O O O
years O O O
, O O O
exactly O O O
what O O O
the O O O
iraqi O O B-GPE
people O O B-GPE
feel O O O
and O O O
also O O O
that O O O
i O O B-PER
think O O O
the O O O
best O O O
evidence O O O
that O O O
we O O B-PER
had O O O
before O O O
the O O O
attack O O O
began O O O
was O O O
that O O O
iraqis O O B-GPE
do O O O
, O O O
they O O B-GPE
despise O O O
. O O O

they O O B-GPE
are O O O
desperate O O O
to O O O
be O O O
rid O O O
of O O O
him O O B-PER
but O O O
by O O O
the O O O
same O O O
token O O O
, O O O
they O O B-GPE
do O O O
n't O O O
like O O O
another O O O
country O O B-GPE
coming O O O
into O O O
their O O B-GPE
country O O B-GPE
to O O O
overturn O O O
the O O O
government O O B-GPE
and O O O
beyond O O O
that O O O
, O O O
i O O B-PER
think O O O
it O O O
's O O O
probably O O O
most O O O
important O O O
for O O O
most O O O
iraqis O O B-PER
is O O O
they O O B-PER
're O O O
deeply O O O
suspicious O O O
of O O O
the O O O
united O O B-GPE
states O O I-GPE
. O O O

they O O B-PER
remember O O O
that O O O
the O O O
united O O B-GPE
states O O I-GPE
betrayed O O O
them O O B-PER
in O O O
1991 O O O
. O O O

the O O O
u.s O O B-GPE
. O O O

did O O O
n't O O O
finish O O O
saddam O O B-PER
then O O O
. O O O

president O O B-PER
bush O O B-PER
- O O O
then O O O
president O O B-PER
bush O O B-PER
called O O O
on O O O
them O O B-PER
to O O O
rise O O O
up O O O
and O O O
then O O O
the O O O
u.s O O B-GPE
. O O O

did O O O
nothing O O O
and O O O
so O O O
they O O B-PER
're O O O
deeply O O O
suspicious O O O
of O O O
what O O O
we O O B-GPE
have O O O
in O O O
mind O O O
. O O O

woodruff O O B-PER

which O O O
raises O O O
questions O O O
going O O O
forward O O O
. O O O

one O O O
last O O O
thing O O O
, O O O
ken O O B-PER
pollack O O I-PER
i O O B-PER
want O O O
to O O O
ask O O O
about O O O
this O O O
british O O B-GPE
officials O O B-PER
saying O O O
that O O O
they O O B-PER
have O O O
information O O O
that O O O
saddam O O B-PER
hussein O O I-PER
has O O O
fired O O O
his O O B-PER
air O O O
defense O O B-ORG
chief O O B-PER
. O O O

what O O O
's O O O
the O O O
significance O O O
of O O O
that O O O
? O O O

pollack O O B-PER

well O O O
, O O O
if O O O
it O O O
's O O O
true O O O
and O O O
obviously O O O
we O O B-PER
do O O O
n't O O O
know O O O
just O O O
yet O O O
but O O O
if O O O
it O O O
's O O O
true O O O
, O O O
it O O O
is O O O
very O O O
significant O O O
because O O O
it O O O
's O O O
effectively O O O
the O O O
iraqis O O B-GPE
admitting O O O
that O O O
many O O O
of O O O
the O O O
civilian O O B-PER
casualties O O O
that O O O
we O O B-PER
've O O O
seen O O O
over O O O
the O O O
last O O O
few O O O
days O O O
may O O O
in O O O
fact O O O
have O O O
been O O O
caused O O O
by O O O
iraqi O O B-GPE
surface O O O
to O O O
air O O O
missiles O O B-WEA
falling O O O
back O O O
to O O O
ground O O O
in O O O
residential O O O
areas O O B-LOC
. O O O

woodruff O O B-PER

( O O O
inaudible O O O
) O O O

pollack O O B-PER

exactly O O O
, O O O
in O O O
that O O O
market O O B-FAC
and O O O
i O O B-PER
think O O O
it O O O
was O O O
pretty O O O
apparent O O O
when O O O
you O O B-PER
looked O O O
at O O O
the O O O
video O O O
of O O O
that O O O
market O O B-FAC
, O O O
if O O O
that O O O
had O O O
been O O O
a O O O
u.s O O B-GPE
. O O O
bomb O O B-WEA
or O O O
a O O O
u.s O O B-GPE
. O O O
cruise O O O
missile O O B-WEA
, O O O
that O O O
market O O B-FAC
would O O O
have O O O
been O O O
obliterated O O O
. O O O

chances O O O
are O O O
it O O B-WEA
was O O O
an O O O
iraqi O O B-GPE
surface O O O
to O O O
air O O O
missile O O B-WEA
. O O O

story O O O

2003-04-02t16 O O O
:00:00 O O O
-05:00 O O O

push O O O
to O O O
baghdad O O O
begins O O O
; O O O
pow O O O
safe O O O
in O O O
army O O O
's O O O
care O O O

( O O O
newsbreak O O O
) O O O

woodruff O O B-PER

with O O O
u.s O O B-GPE
. O O O
forces O O B-PER
rolling O O O
closer O O O
and O O O
closer O O O
to O O O
baghdad O O B-GPE
, O O O
the O O O
military O O B-ORG
seems O O O
to O O O
be O O O
zeroing O O O
in O O O
on O O O
the O O O
ground O O O
war O O O
. O O O

but O O O
, O O O
as O O O
it O O O
has O O O
from O O O
the O O O
beginning O O O
, O O O
air O O O
power O O O
remains O O O
an O O O
important O O O
part O O O
of O O O
the O O O
battle O O O
. O O O

let O O O
' O O O
s O O B-PER
check O O O
in O O O
with O O O
cnn O O B-ORG
's O O O
gary O O B-PER
tuchman O O I-PER
at O O O
an O O O
air O O O
base O O B-FAC
near O O O
iraq O O B-GPE
. O O O

gary O O B-PER
you O O B-PER
've O O O
seen O O O
it O O O
firsthand O O O
from O O O
the O O O
first O O O
moments O O O
. O O O

gary O O B-PER
tuchman O O I-PER
, O O I-PER
cnn O O I-PER
correspondent O O I-PER

well O O O
, O O O
that O O O
's O O O
right O O O
, O O O
judy O O B-PER
. O O O

in O O O
two O O O
weeks O O O
after O O O
the O O O
air O O O
war O O O
began O O O
, O O O
there O O O
is O O O
no O O O
let-up O O O
and O O O
no O O O
effective O O O
response O O O
from O O O
the O O O
iraqis O O B-ORG
. O O O

according O O O
to O O O
the O O O
air O O B-ORG
force O O I-ORG
, O O O
at O O O
any O O O
given O O O
time O O O
, O O O
there O O O
are O O O
more O O O
200 O O O
coalition O O O
aircraft O O B-VEH
either O O O
over O O O
iraq O O B-GPE
, O O O
flying O O O
to O O O
iraq O O B-GPE
or O O O
flying O O O
from O O O
iraq O O B-GPE
. O O O

we O O B-PER
come O O O
to O O O
you O O B-PER
from O O O
a O O O
base O O B-FAC
near O O O
the O O O
iraqi O O B-GPE
border O O B-LOC
. O O O

many O O O
pilots O O B-PER
are O O O
flying O O O
these O O O
a-10 O O O
attack O O O
planes O O B-VEH
behind O O O
me O O B-PER
. O O O

they O O B-PER
also O O O
fly O O O
f-16s O O B-VEH
. O O O

there O O O
are O O O
also O O O
marine O O B-ORG
fa-18s O O B-VEH
and O O O
marine O O B-ORG
heriers O O B-VEH
at O O O
this O O O
base O O B-FAC
. O O O

we O O B-PER
can O O O
tell O O O
you O O B-PER
that O O O
a O O O
lot O O O
of O O O
pilots O O B-PER
of O O O
this O O O
base O O B-FAC
are O O O
not O O O
flying O O O
to O O O
another O O O
base O O B-FAC
in O O O
iraq O O B-GPE
. O O O

it O O B-FAC
's O O O
a O O O
base O O B-FAC
that O O B-FAC
was O O O
taken O O O
over O O O
by O O O
the O O O
coalition O O B-GPE
last O O O
week O O O
. O O O

and O O O
we O O B-PER
spent O O O
part O O O
of O O O
the O O O
day O O O
at O O O
that O O O
base O O B-FAC
. O O O

and O O O
when O O O
you O O B-PER
arrive O O O
there O O B-FAC
, O O O
you O O B-PER
are O O O
greeted O O O
in O O O
a O O O
sense O O O
by O O O
saddam O O B-PER
hussein O O I-PER
. O O O

( O O O
begin O O O
videotape O O O
) O O O

tuchman O O B-PER

this O O B-GPE
is O O O
talil O O B-GPE
, O O O
iraq O O B-GPE
. O O O

the O O O
talil O O B-FAC
air O O I-FAC
base O O I-FAC
. O O O

but O O O
the O O O
are O O O
no O O O
more O O O
iraqis O O B-PER
here O O B-FAC
, O O O
the O O O
coalition O O B-GPE
took O O O
over O O O
this O O O
base O O B-FAC
last O O O
week O O O
. O O O

it O O B-FAC
's O O O
now O O O
a O O O
major O O O
staging O O O
point O O B-FAC
. O O O

you O O B-PER
know O O O
you O O B-PER
are O O O
in O O O
iraq O O B-GPE
when O O O
you O O B-PER
drive O O O
down O O O
the O O O
road O O B-FAC
coming O O O
into O O O
the O O O
base O O B-FAC
and O O O
see O O O
the O O O
portrait O O O
of O O O
saddam O O B-PER
hussein O O I-PER
. O O O

what O O O
's O O O
happen O O O
is O O O
the O O O
military O O B-ORG
personnel O O B-PER
who O O B-PER
have O O O
arrived O O O
here O O B-FAC
have O O O
taken O O O
out O O O
their O O B-PER
markers O O O
and O O O
are O O O
writing O O O
messages O O O
on O O O
saddam O O B-PER
hussein O O I-PER
's O O O
portrait O O O
. O O O

you O O B-PER
can O O O
see O O O
the O O O
main O O O
one O O O
here O O O
on O O O
the O O O
bottom O O O
and O O O
also O O O
here O O O
messages O O O
like O O O
, O O O
we O O B-GPE
won O O O
, O O O
april O O O
1 O O O
, O O O
2003 O O O
. O O O

want O O O
to O O O
give O O O
you O O B-PER
a O O O
look O O O
. O O O

there O O O
's O O O
a O O O
lot O O O
of O O O
security O O O
personnel O O B-PER
here O O B-FAC
. O O O

you O O B-PER
can O O O
look O O O
over O O O
there O O B-LOC
and O O O
you O O B-PER
can O O O
see O O O
the O O O
military O O B-ORG
vehicles O O B-VEH
. O O O

these O O B-PER
are O O O
air O O B-ORG
force O O I-ORG
security O O O
forces O O B-PER
with O O O
their O O B-PER
rifles O O B-WEA
patrolling O O O
the O O O
entrance O O O
. O O O

there O O O
is O O O
a O O O
lot O O O
of O O O
fighting O O O
in O O O
this O O O
area O O B-LOC
. O O O

we O O B-PER
're O O O
near O O O
the O O O
town O O B-GPE
of O O O
nasiriya O O B-GPE
. O O O

but O O O
this O O O
base O O B-FAC
now O O O
is O O O
considered O O O
secure O O O
enough O O O
to O O O
make O O O
it O O B-FAC
a O O O
major O O O
staging O O O
point O O B-FAC
for O O O
the O O O
coalition O O B-GPE
. O O O

( O O O
end O O O
videotape O O O
) O O O

tuchman O O B-PER

a O O O
short O O O
time O O O
ago O O O
we O O B-PER
talked O O O
to O O O
a O O O
pilot O O B-PER
at O O O
this O O O
base O O B-FAC
who O O B-PER
has O O O
been O O O
to O O O
that O O O
iraqi O O B-GPE
base O O B-FAC
and O O O
he O O B-PER
too O O O
says O O O
he O O B-PER
has O O O
signed O O O
that O O O
mural O O O
right O O O
on O O O
saddam O O B-PER
hussein O O I-PER
's O O O
sash O O O
. O O O

after O O O
he O O B-PER
told O O O
us O O B-PER
that O O O
, O O O
we O O B-PER
asked O O O
him O O B-PER
during O O O
his O O B-PER
missions O O O
, O O O
and O O O
he O O B-PER
's O O O
flown O O O
about O O O
30 O O O
in O O O
the O O O
last O O O
two O O O
weeks O O O
, O O O
we O O B-PER
asked O O O
him O O B-PER
does O O O
he O O B-PER
still O O O
have O O O
any O O O
artillery O O B-WEA
being O O O
fired O O O
at O O O
him O O B-PER
? O O O

( O O O
begin O O O
video O O O
clip O O O
) O O O

unidentified O O B-PER
male O O I-PER

yesterday O O O
i O O B-PER
was O O O
up O O O
just O O O
south O O O
of O O O
baghdad O O B-GPE
by O O O
30 O O O
miles O O O
and O O O
we O O B-PER
were O O O
fighting O O O
sa-2s O O B-WEA
and O O O
sa-6s O O B-WEA
and O O O
