-DOCSTART- -X- -X- O
n't O O O
go O O O
. O O O

%mm O O O
. O O O

so O O O
they O O O
had O O O
to O O O
take O O O
it O O O
down O O O
and O O O
drive O O O
her O O O
home O O O
. O O O

%mm O O O
. O O O

so O O O
they O O O
're O O O
always O O O
kind O O O
of O O O
pissy O O O
at O O O
me O O O
. O O O

%mm O O O
. O O O
that O O O
's O O O
okay O O O
. O O O

yeah O O O
. O O O

yeah O O O
. O O O

i O O O
mean O O O
i O O O
've O O O
been O O O
thinking O O O
about O O O
it O O O

and O O O
the O O O
black O O O
's O O O
not O O O
going O O O
to O O O
be O O O
so O O O
hot O O O
you O O O
know O O O

but O O O

mhm O O O
. O O O

yeah O O O
. O O O

apparently O O O
they O O O
were O O O
also O O O
carrying O O O
lillies O O O
which O O O
is O O O
kind O O O
of O O O
goofy O O O
. O O O

yeah O O O
. O O O

well O O O
i O O O
guess O O O
she O O O
did O O O
that O O O
because O O O
someone O O O
suggested O O O
that O O O
to O O O
her O O O
because O O O
you O O O
know O O O
the O O O
lillies O O O
the O O O
symbol O O O
of O O O
the O O O
virgin O O O
mary O O B-PERSON
. O O O

mhm O O O
. O O O

white O O O
lillies O O O
? O O O

white O O O
lillies O O O
and O O O
black O O O
dresses O O O
. O O O

%mm O O O
, O O O
my O O O
goodness O O O
. O O O

that O O O
's O O O
funny O O O
. O O O

yeah O O O
. O O O

yeah O O O
. O O O

adele O O B-PERSON
was O O O
carrying O O O
on O O O
that O O O
she O O O
thought O O O
she O O O
was O O O
at O O O
a O O O
funeral O O O

and O O O
she O O O
had O O O
to O O O
keep O O O
reminding O O O
herself O O O
. O O O

%mm O O O
. O O O

so O O O
now O O O
you O O O
think O O O
my O O O
wedding O O O
's O O O
going O O O
to O O O
be O O O
pretty O O O
tasteful O O O
right O O O
? O O O

but O O O

oh O O O
yeah O O O
. O O O

now O O O
what O O O
about O O O
the O O O
matchbooks O O O
? O O O

well O O O
i O O O
'll O O O
work O O O
on O O O
it O O O
. O O O

i O O O
still O O O
think O O O
about O O O
the O O O
matchbooks O O O
. O O O

yeah O O O
. O O O

i O O O
'll O O O
tell O O O
dad O O O
that O O O
you O O O
still O O O
think O O O
about O O O
the O O O

i O O O
have O O O
n't O O O
forgotten O O O
those O O O

and O O O
they O O O
'll O O O
still O O O
be O O O
enough O O O
time O O O
when O O O
i O O O
come O O O
home O O O
for O O O
me O O O
to O O O
order O O O
those O O O
. O O O

yeah O O O
. O O O

i O O O
'll O O O
have O O O
remind O O O
him O O O
of O O O
that O O O
little O O O
-- O O O
-- O O O
item O O O
. O O O

yeah O O O
. O O O

%huh O O O
how O O O
fun- O O O
. O O O

you O O O
know O O O
i O O O
was O O O
talking O O O
to O O O
my O O O
friend O O O
heather O O B-PERSON
from O O O
wisconsin O O B-GPE
the O O O
other O O O
day O O O
-- O O O

-- O O O
and O O O
she O O O
's O O O
telling O O O
me O O O
about O O O
you O O O
know O O O
her O O O
sister O O O
's O O O
wedding O O O
. O O O

and O O O
at O O O
her O O O
sister O O O
's O O O
wedding O O O
%uh O O O
, O O O
they O O O
provided O O O
champagne O O O
and O O O
beer O O O
. O O O

but O O O
if O O O
you O O O
wanted O O O
any O O O
other O O O
kind O O O
of O O O
drink O O O
you O O O
had O O O
to O O O
pay O O O
for O O O
it O O O
. O O O

mhm O O O
. O O O

yeah O O O
. O O O

that O O O
's O O O
actually O O O
kind O O O
of O O O
common O O O

but O O O
-- O O O
oh O O O
it O O O
is O O O
. O O O
it O O O
's O O O
pretty O O O
de O O O
classe O O O
. O O O

well O O O
i O O O
kind O O O
of O O O
thou- O O O
, O O O

i O O O
mean O O O
of O O O
course O O O
i O O O
did O O O
n't O O O
say O O O
anything O O O
to O O O
her O O O
. O O O

yeah O O O
. O O O

you O O O
know O O O
i O O O
said O O O
as O O O
far O O O
as O O O
i O O O
knew O O O
we O O O
were O O O
n't O O O
charging O O O
people O O O
. O O O

yeah O O O
. O O O

now O O O

but O O O
%uh O O O
, O O O

yeah O O O

dad O O O
and O O O
i O O O
went O O O
to O O O
buy O O O
the O O O
wine O O O
the O O O
other O O O
day O O O
. O O O

and O O O
there O O O
were O O O
having O O O
a O O O
sale O O O
on O O O
the O O O
wine O O O
dad O O O
wanted O O O
. O O O

are O O O
you O O O
talking O O O
to O O O
me O O O
? O O O

of O O O
course O O O
i O O O
'm O O O
talking O O O
to O O O
you O O O
. O O O

i O O O
can O O O
hardly O O O
hear O O O
you O O O
. O O O

oh O O O
. O O O

i O O O
thought O O O
you O O O
were O O O
talking O O O
to O O O
somebody O O O
else O O O
and O O O
like O O O
put O O O
the O O O
phone O O O
down O O O
or O O O
something O O O
. O O O

i O O O
'm O O O
talking O O O
to O O O
you O O O
. O O O

oh O O O
. O O O

yeah O O O
. O O O

no O O O
dad O O O
told O O O
me O O O
that O O O
. O O O

oh O O O
he O O O
did O O O
tell O O O
you O O O
. O O O

it O O O
's O O O
all O O O
chilean O O B-NORP
. O O O

yeah O O O
. O O O

yeah O O O
. O O O

walnut O O B-ORG
crest O O I-ORG
or O O O
walnut O O B-ORG
creek O O I-ORG
or O O O
-- O O O
%mm O O O
. O O O
-- O O O
something O O O
like O O O
that O O O
. O O O

i O O O
do O O O
n't O O O
know O O O
. O O O

%mm O O O
. O O O

there O O O
's O O O
a O O O
pretty O O O
good O O O
sale O O O
. O O O
%mm O O O
. O O O
so O O O
now O O O
we O O O
have O O O
to O O O
keep O O O
our O O O
eyes O O O
open O O O
for O O O
a O O O
champagne O O O
sale O O O
. O O O

an- O O O
, O O O

do O O O
you O O O
know O O O
if O O O
jack O O B-PERSON
called O O O
spencer O O B-PERSON
yet O O O
? O O O

i O O O
told O O O
him O O O
this O O B-TIME
morning O O I-TIME
to O O O
do O O O
it O O O
this O O O
week O O O
. O O O

uh-huh O O O
. O O O

and O O O
he O O O
just O O O
keeps O O O
forgetting O O O
. O O O

yeah O O O
. O O O

but O O O
o- O O O

how O O O
's O O O
he O O O
doing O O O
? O O O

much O O O
better O O O
. O O O

yeah O O O
? O O O

yeah O O O
. O O O

he O O O
's O O O
often O O O
chipper O O O
. O O O

he O O O
went O O O
for O O O
a O O O
walk O O O
this O O B-TIME
morning O O I-TIME
at O O I-TIME
five O O I-TIME
seventeen O O I-TIME
. O O O

pe- O O O

oh O O O
my O O O
god O O O
. O O O

is O O O
that O O O
because O O O
he O O O
's O O O
not O O O
sleeping O O O
and O O O

well O O O
because O O O
he O O O
could O O O
n't O O O
breathe O O O
because O O O
all O O O
the O O O
cats O O O
were O O O
in O O O
the O O O
bedroom O O O
. O O O

oh O O O
. O O O

so O O O
i O O O
think O O O
it O O O
's O O O
time O O O
to O O O
give O O O
all O O O
the O O O
cats O O O
a O O O
bath O O O
. O O O

%mm O O O
. O O O

yeah O O O

and O O O
the- O O O
, O O O

you O O O
should O O O
do O O O
that O O O
. O O O

i O O O
know O O O
. O O O

it O O O
's O O O
a O O O
two O O B-CARDINAL
person O O O
job O O O
though O O O
. O O O

i O O O
'll O O O
have O O O
to O O O
get O O O
somebody O O O
to O O O
help O O O
me O O O
. O O O

%mm O O O
. O O O
yeah O O O
. O O O

%hm O O O
. O O O

i O O O
thank O O O
my O O O
beijing O O B-GPE
friends O O O
and O O O
wish O O O
everyone O O O
a O O O
happy O O O
new O O B-EVENT
year O O I-EVENT
. O O O

mikecat O O O

poster O O O
: O O O
mikecat O O B-PERSON
-lrb- O O O
mikecat O O B-PERSON
-rrb- O O O
, O O O
section O O O
: O O O
beijing O O B-GPE
. O O O

topic O O O
: O O O
i O O O
thank O O O
my O O O
beijing O O B-GPE
friends O O O
and O O O
wish O O O
everyone O O O
a O O O
happy O O O
new O O B-EVENT
year O O I-EVENT
. O O O

posting O O O
station O O O
: O O O
bbs O O O
unnamed O O O
space O O O
station O O O
-lrb- O O O
mon O O B-DATE
jan O O I-DATE
1 O O I-DATE
12:05:53 O O B-TIME
2007 O O B-DATE
-rrb- O O O
. O O O

a O O B-DATE
month O O I-DATE
ago O O I-DATE
, O O O
i O O O
was O O O
really O O O
desperate O O O
, O O O
i O O O
lost O O O
my O O O
current O O O
job O O O
, O O O
which O O O
i O O O
was O O O
completely O O O
unprepared O O O
for O O O
, O O O
and O O O
had O O O
to O O O
find O O O
a O O O
job O O O
within O O O
a O O B-DATE
month O O I-DATE
to O O O
keep O O O
myself O O O
going O O O
. O O O

now O O O
in O O O
this O O B-DATE
month O O I-DATE
with O O O
the O O O
christmas O O B-EVENT
holiday O O O
there O O O
's O O O
really O O O
only O O O
three O O B-DATE
weeks O O I-DATE
of O O O
actual O O O
work O O O
time O O O
, O O O
and O O O
i O O O
do O O O
n't O O O
think O O O
any O O O
companies O O O
are O O O
going O O O
to O O O
be O O O
hiring O O O
people O O O
during O O O
this O O O
period O O O
. O O O

despair O O O
, O O O
that O O O
sinking O O O
feeling O O O
weighing O O O
on O O O
my O O O
mind O O O
, O O O
so O O O
much O O O
pressure O O O
i O O O
could O O O
n't O O O
eat O O O
, O O O
could O O O
n't O O O
sleep O O O
; O O O
i O O O
was O O O
simply O O O
going O O O
crazy O O O
. O O O

but O O O
i O O O
still O O O
needed O O O
to O O O
do O O O
something O O O
; O O O
getting O O O
crazy O O O
- O O O
hysteric O O O
makes O O O
no O O O
sense O O O
. O O O

then O O O
i O O O
started O O O
connecting O O O
with O O O
my O O O
friends O O O
in O O O
america O O B-GPE
; O O O
i O O O
went O O O
to O O O
maimaiti O O B-PERSON
to O O O
ask O O O
for O O O
help O O O
, O O O
consulted O O O
about O O O
my O O O
status O O O
, O O O
and O O O
looked O O O
for O O O
a O O O
way O O O
to O O O
solve O O O
the O O O
problem O O O
. O O O

even O O O
my O O O
relatives O O O
' O O O
friends O O O
in O O O
america O O B-GPE
and O O O
my O O O
parents O O O
' O O O
friends O O O
all O O O
got O O O
involved O O O
. O O O

friends O O O
, O O O
it O O O
's O O O
always O O O
friends O O O
who O O O
help O O O
me O O O
at O O O
key O O O
moments O O O
. O O O

many O O O
friends O O O
got O O O
people O O O
they O O O
knew O O O
to O O O
recommend O O O
me O O O
, O O O
help O O O
me O O O
send O O O
out O O O
resumes O O O
, O O O
or O O O
call O O O
and O O O
commiserate O O O
with O O O
me O O O
. O O O

there O O O
was O O O
one O O B-CARDINAL
friend O O O
who O O O
had O O O
just O O O
got O O O
an O O O
offer O O O
, O O O
but O O O
he O O O
did O O O
n't O O O
want O O O
to O O O
go O O O
, O O O
so O O O
he O O O
recommended O O O
me O O O
to O O O
go O O O
for O O O
him O O O
, O O O
but O O O
it O O O
was O O O
way O O O
off O O O
in O O O
la O O B-GPE
, O O O
plus O O O
the O O O
salary O O O
was O O O
n't O O O
ideal O O O
, O O O
but O O O
at O O O
least O O O
it O O O
could O O O
help O O O
me O O O
keep O O O
the O O O
legal O O O
status O O O
, O O O
so O O O
i O O O
thought O O O
i O O O
would O O O
take O O O
it O O O
. O O O

after O O O
the O O O
telephone O O O
interview O O O
, O O O
i O O O
flew O O O
to O O O
la O O B-GPE
, O O O
landing O O O
at O O O
12:00 O O B-TIME
noon O O I-TIME
, O O O
and O O O
at O O O
4:00 O O B-TIME
p.m. O O I-TIME
. O O O

i O O O
had O O O
the O O O
interview O O O
. O O O

by O O O
then O O O
17 O O B-TIME
- O O I-TIME
18 O O I-TIME
hours O O I-TIME
had O O O
passed O O O
since O O O
i O O O
'd O O O
gotten O O O
up O O O
at O O O
4:00 O O B-TIME
a.m. O O I-TIME

although O O O
i O O O
was O O O
too O O O
tired O O O
to O O O
walk O O O
, O O O
i O O O
still O O O
had O O O
to O O O
pump O O O
up O O O
my O O O
spirits O O O
so O O O
i O O O
'd O O O
be O O O
in O O O
peak O O O
form O O O
for O O O
the O O O
interview O O O
. O O O

the O O O
interview O O O
did O O O
n't O O O
last O O O
long O O O
, O O O
just O O O
two O O B-TIME
hours O O I-TIME
and O O O
it O O O
was O O O
over O O O
. O O O

i O O O
felt O O O
the O O O
interview O O O
went O O O
well O O O
, O O O
and O O O
started O O O
to O O O
feel O O O
confident O O O
. O O O

but O O O
on O O O
that O O B-DATE
day O O I-DATE
one O O B-CARDINAL
senior O O O
level O O O
person O O O
was O O O
n't O O O
there O O O
, O O O
so O O O
the O O B-DATE
next O O I-DATE
day O O I-DATE
early O O O
i O O O
had O O O
to O O O
go O O O
back O O O
to O O O
talk O O O
to O O O
him O O O
. O O O

so O O O
the O O O
next O O O
day O O O
i O O O
got O O O
up O O O
at O O O
7:00 O O B-TIME
and O O O
ran O O O
over O O O
to O O O
chat O O O
for O O O
an O O B-TIME
hour O O I-TIME
; O O O
that O O O
guy O O O
was O O O
nice O O O
, O O O
did O O O
n't O O O
embarrass O O O
me O O O
, O O O
so O O O
after O O O
an O O B-TIME
hour O O I-TIME
it O O O
ended O O O
happily O O O
. O O O

after O O O
that O O O
the O O O
boss O O O
took O O O
me O O O
to O O O
the O O O
home O O O
office O O O
, O O O
and O O O
on O O O
the O O O
way O O O
he O O O
gave O O O
me O O O
an O O O
oral O O O
offer O O O
, O O O
and O O O
he O O O
said O O O
it O O O
would O O O
not O O O
be O O O
easy O O O
for O O O
me O O O
to O O O
come O O O
right O O O
away O O O
, O O O
that O O O
i O O O
should O O O
do O O O
the O O O
physical O O O
exam O O O
immediately O O O
and O O O
do O O O
all O O O
the O O O
paperwork O O O
, O O O
wait O O O
until O O O
after O O O
new O O B-EVENT
year O O I-EVENT
's O O I-EVENT
, O O O
and O O O
the O O O
hr O O O
director O O O
would O O O
return O O O
and O O O
turn O O O
in O O O
the O O O
h1 O O B-CARDINAL
. O O O

then O O O
i O O O
went O O O
straight O O O
for O O O
the O O O
physical O O O
, O O O
and O O O
i O O O
filled O O O
out O O O
the O O O
application O O O
form O O O
, O O O
reference O O O
list O O O
, O O O
etc. O O O

at O O O
3:00 O O B-TIME
p.m. O O I-TIME
, O O O
the O O O
dust O O O
finally O O O
settled O O O
. O O O

finally O O O
before O O O
christmas O O B-EVENT
i O O O
received O O O
a O O O
christmas O O B-EVENT
present O O O
. O O O

although O O O
i O O O
still O O O
have O O O
n't O O O
made O O O
the O O O
final O O O
decision O O O
to O O O
go O O O
, O O O
at O O O
least O O O
i O O O
have O O O
a O O O
guaranteed O O O
- O O O
minimum O O O
choice O O O
. O O O

so O O O
i O O O
am O O O
thanking O O O
everyone O O O
for O O O
helping O O O
me O O O
. O O O

i O O O
hope O O O
that O O O
all O O O
my O O O
friends O O O
who O O O
are O O O
still O O O
looking O O O
for O O O
work O O O
will O O O
be O O O
able O O O
to O O O
find O O O
their O O O
ideal O O O
job O O O
in O O O
the O O B-EVENT
new O O I-EVENT
year O O I-EVENT
. O O O

-- O O O

* O O O
source O O O
: O O O
・ O O O
bbs O O O
unnamed O O O
space O O O
station O O O
http://mitbbs.com O O O
・ O O O
-lsb- O O O
from O O O
: O O O
72.224. O O B-CARDINAL
-rsb- O O O
. O O O

advice O O O
to O O O
wu O O B-PERSON
jinglian O O I-PERSON
and O O O
others O O O
: O O O
killing O O O
the O O O
father O O O
-- O O O
does O O O
you O O O
no O O O
good O O O
! O O O
. O O O

613305 O O B-PERSON

posted O O O
by O O O
-lsb- O O O
little O O O
peng O O B-PERSON
zhongyi O O I-PERSON
-rsb- O O O
at O O O
jan O O B-DATE
3 O O I-DATE
, O O I-DATE
2007 O O I-DATE
18:53:26 O O B-TIME
-lsb- O O O
sms O O O
-rsb- O O O
-lsb- O O O
tables O O O
-rsb- O O O
. O O O

advice O O O
to O O O
wu O O B-PERSON
jinglian O O I-PERSON
and O O O
others O O O
: O O O
killing O O O
the O O O
father O O O
-- O O O
does O O O
you O O O
no O O O
good O O O
! O O O
. O O O

-- O O O
some O O O
thoughts O O O
on O O O
the O O O
attitude O O O
of O O O
benign O O O
inheritance O O O
towards O O O
social O O O
reform O O O
. O O O

a O O O
glance O O O
at O O O
the O O O
title O O O
, O O O
people O O O
with O O O
a O O O
little O O O
political O O O
sensitivity O O O
may O O O
roughly O O O
understand O O O
the O O O
core O O O
topic O O O
of O O O
this O O O
article O O O
: O O O
the O O O
rule O O O
of O O O
benign O O O
interaction O O O
between O O O
planned O O O
economy O O O
and O O O
market O O O
economy O O O
, O O O
and O O O
between O O O
public O O O
ownership O O O
and O O O
private O O O
ownership O O O
-- O O O
because O O O
only O O O
their O O O
relationships O O O
are O O O
those O O O
between O O O
a O O O
father O O O
and O O O
a O O O
son O O O
, O O O
and O O O
it O O O
is O O O
only O O O
between O O O
them O O O
are O O O
there O O O
different O O O
conflicts O O O
involving O O O
" O O O
human O O O
relations O O O
, O O O
" O O O
" O O O
rules O O O
" O O O
and O O O
" O O O
science O O O
, O O O
" O O O
as O O O
well O O O
as O O O
bloody O O O
wrestling O O O
between O O O
classes O O O
, O O O
factions O O O
and O O O
individuals O O O
on O O O
the O O O
basis O O O
of O O O
morality O O O
and O O O
interests O O O
. O O O

comparing O O O
planned O O O
economy O O O
and O O O
public O O O
ownership O O O
to O O O
a O O O
father O O O
is O O O
tantamount O O O
to O O O
comparing O O O
market O O O
economy O O O
and O O O
private O O O
ownership O O O
to O O O
a O O O
son O O O
, O O O
which O O O
holds O O O
water O O O
principally O O O
and O O O
historically O O O
no O O O
matter O O O
you O O O
put O O O
it O O O
this O O O
way O O O
or O O O
another O O O
. O O O

this O O O
is O O O
because O O O
the O O O
former O O O
two O O B-CARDINAL
given O O O
" O O O
fatherhood O O O
" O O O
are O O O
indeed O O O
the O O O
most O O O
essential O O O
factors O O O
of O O O
the O O O
national O O O
character O O O
and O O O
institution O O O
of O O O
the O O O
socialist O O B-NORP
new O O O
china O O B-GPE
, O O O
while O O O
the O O O
latter O O O
two O O O
dubbed O O O
" O O O
son O O O
" O O O
in O O O
this O O O
article O O O
-- O O O
are O O O
indeed O O O
the O O O
ideological O O O
outcomes O O O
derived O O O
after O O O
the O O O
death O O O
of O O O
china O O B-GPE
's O O O
founder O O O
comrade O O O
mao O O B-PERSON
zedong O O I-PERSON
under O O O
tremendous O O O
international O O O
and O O O
domestic O O O
political O O O
pressures O O O
on O O O
planned O O O
economy O O O
and O O O
public O O O
ownership O O O
, O O O
which O O O
grew O O O
into O O O
today O O B-DATE
's O O O
para-system O O O
after O O O
about O O O
30 O O B-DATE
years O O I-DATE
of O O O
reform O O O
and O O O
opening O O O
up O O O
. O O O

regarding O O O
this O O O
, O O O
the O O O
factual O O O
development O O O
process O O O
of O O O
political O O O
civilization O O O
that O O O
the O O O
marxist O O B-NORP
ideology O O O
has O O O
been O O O
increasingly O O O
marginalized O O O
over O O O
the O O B-DATE
past O O I-DATE
30 O O I-DATE
years O O I-DATE
or O O O
so O O O
is O O O
a O O O
strong O O O
evidence O O O
. O O O

by O O O
sorting O O O
out O O O
the O O O
essence O O O
of O O O
the O O O
above O O O
historical O O O
background O O O
and O O O
conceptual O O O
relationships O O O
, O O O
we O O O
will O O O
have O O O
a O O O
pretty O O O
thorough O O O
, O O O
comprehensive O O O
and O O O
systematic O O O
knowledge O O O
framework O O O
about O O O
the O O O
benign O O O
inevitable O O O
trends O O O
and O O O
development O O O
guidelines O O O
of O O O
the O O O
future O O O
society O O O
dependent O O O
on O O O
the O O O
rule O O O
of O O O
society O O O
, O O O
so O O O
that O O O
the O O O
associated O O O
impression O O O
captured O O O
may O O O
be O O O
more O O O
concrete O O O
. O O O

regarding O O O
this O O O
, O O O
my O O O
standpoint O O O
is O O O
: O O O
because O O O
the O O O
socialism O O O
underpinned O O O
by O O O
planned O O O
economy O O O
, O O O
public O O O
ownership O O O
and O O O
the O O O
people O O O
's O O O
democratic O O O
dictatorship O O O
is O O O
indeed O O O
a O O O
really O O O
" O O O
fresh O O O
" O O O
systemic O O O
thing O O O
for O O O
china O O B-GPE
in O O O
the O O B-DATE
mid O O I-DATE
and O O I-DATE
late O O I-DATE
20th O O I-DATE
century O O I-DATE
-- O O O
without O O O
a O O O
model O O O
or O O O
sufficient O O O
experience O O O
or O O O
theories O O O
to O O O
refer O O O
to O O O
, O O O
no O O O
matter O O O
how O O O
scientific O O O
its O O O
kernel O O O
is O O O
, O O O
it O O O
is O O O
hard O O O
not O O O
to O O O
have O O O
certain O O O
superficial O O O
and O O O
local O O O
problems O O O
. O O O

however O O O
, O O O
this O O O
should O O O
not O O O
provide O O O
an O O O
excuse O O O
to O O O
overthrow O O O
it O O O
by O O O
fair O O O
means O O O
or O O O
foul O O O
, O O O
as O O O
he O O O
is O O O
our O O O
father O O O
and O O O
the O O O
common O O O
choice O O O
of O O O
millions O O B-CARDINAL
of O O O
laboring O O O
people O O O
. O O O

the O O O
fact O O O
that O O O
it O O O
" O O O
finally O O O
became O O O
our O O O
national O O O
character O O O
and O O O
main O O O
system O O O
after O O O
over O O O
half O O B-DATE
a O O I-DATE
century O O I-DATE
of O O O
international O O O
and O O O
domestic O O O
political O O O
transformation O O O
" O O O
is O O O
a O O O
stronger O O O
proof O O O
that O O O
it O O O
is O O O
the O O O
milestone O O O
for O O O
a O O O
new O O O
civilization O O O
resulted O O O
from O O O
the O O O
blood O O O
and O O O
sweat O O O
of O O O
thousands O O B-CARDINAL
of O O O
proletarian O O O
revolutionary O O O
martyrs O O O
. O O O

therefore O O O
, O O O
no O O O
matter O O O
from O O O
the O O O
perspective O O O
of O O O
average O O O
citizens O O O
or O O O
from O O O
the O O O
standpoint O O O
of O O O
the O O O
founder O O O
of O O O
the O O O
new O O O
government O O O
, O O O
we O O O
should O O O
respect O O O
and O O O
develop O O O
her O O O
on O O O
the O O O
basis O O O
of O O O
inheritance O O O
, O O O
innovation O O O
and O O O
improvement O O O
. O O O

is O O O
my O O O
opinion O O O
above O O O
correct O O O
? O O O

i O O O
believe O O O
you O O O
will O O O
naturally O O O
obtain O O O
a O O O
relatively O O O
fair O O O
and O O O
just O O O
conclusion O O O
if O O O
you O O O
could O O O
understand O O O
and O O O
treat O O O
the O O O
above O O O
- O O O
mentioned O O O
" O O O
father O O O
" O O O
system O O O
and O O O
" O O O
son O O O
" O O O
system O O O
with O O O
impartiality O O O
and O O O
sufficient O O O
goodwill O O O
. O O O

for O O O
example O O O
, O O O
based O O O
on O O O
the O O O
existing O O O
institutional O O O
cultural O O O
heritage O O O
in O O O
the O O O
human O O O
history O O O
, O O O
we O O O
could O O O
see O O O
: O O O
the O O O
" O O O
father O O O
" O O O
system O O O
mentioned O O O
herein O O O
has O O O
the O O O
majority O O O
in O O O
mind O O O
or O O O
it O O O
is O O O
established O O O
in O O O
the O O O
fundamental O O O
and O O O
long O O O
- O O O
term O O O
interests O O O
of O O O
the O O O
majority O O O
, O O O
as O O O
well O O O
as O O O
the O O O
need O O O
for O O O
sustainable O O O
and O O O
sound O O O
development O O O
of O O O
the O O O
country O O O
, O O O
the O O O
nation O O O
, O O O
and O O O
the O O O
overall O O O
society O O O
-- O O O
while O O O
the O O O
" O O O
son O O O
" O O O
system O O O
mentioned O O O
herein O O O
is O O O
ignorant O O O
and O O O
sick O O O
in O O O
the O O O
company O O O
of O O O
such O O O
behavioral O O O
characteristics O O O
as O O O
exploitation O O O
, O O O
fraudulence O O O
, O O O
pernicious O O O
influence O O O
and O O O
robbery O O O
. O O O

so O O O
, O O O
we O O O
can O O O
not O O O
urge O O O
the O O O
son O O O
to O O O
throttle O O O
the O O O
essentially O O O
healthy O O O
and O O O
scientific O O O
" O O O
father O O O
" O O O
system O O O
by O O O
fair O O O
mean O O O
or O O O
foul O O O
without O O O
considering O O O
the O O O
consequences O O O
, O O O
because O O O
there O O O
are O O O
problems O O O
in O O O
its O O O
practice O O O
and O O O
development O O O
-- O O O
such O O O
as O O O
state O O O
monopoly O O O
for O O O
purchases O O O
and O O O
sales O O O
, O O O
lower O O O
efficiency O O O
due O O O
to O O O
centralized O O O
management O O O
, O O O
and O O O
inhibition O O O
of O O O
the O O O
will O O O
of O O O
productivity O O O
by O O O
undue O O O
political O O O
pressure O O O
resulting O O O
from O O O
class O O O
struggles O O O
during O O O
the O O O
new O O O
deal O O O
. O O O

it O O O
is O O O
because O O O
that O O O
will O O O
not O O O
only O O O
make O O O
the O O O
society O O O
increasingly O O O
ignorant O O O
and O O O
sick O O O
as O O O
it O O O
violates O O O
the O O O
rule O O O
of O O O
benign O O O
social O O O
development O O O
, O O O
distorts O O O
normal O O O
" O O O
human O O O
relations O O O
" O O O
and O O O
the O O O
ethic O O O
and O O O
prevalent O O O
value O O O
and O O O
the O O O
rule O O O
of O O O
civilization O O O
update O O O
rooted O O O
in O O O
it O O O
, O O O
but O O O
the O O O
humanity O O O
will O O O
retrogress O O O
as O O O
people O O O
's O O O
thoughts O O O
and O O O
behaviors O O O
become O O O
increasingly O O O
ridiculous O O O
. O O O

yes O O O
, O O O
this O O O
is O O O
the O O O
case O O O
. O O O

my O O O
opinion O O O
above O O O
is O O O
not O O O
absurd O O O
and O O O
delusive O O O
at O O O
all O O O
, O O O
because O O O
this O O O
is O O O
true O O O
not O O O
only O O O
in O O O
theory O O O
, O O O
but O O O
also O O O
to O O O
the O O O
rule O O O
of O O O
social O O O
development O O O
as O O O
demonstrated O O O
by O O O
historical O O O
facts O O O
, O O O
as O O O
well O O O
as O O O
from O O O
the O O O
perspective O O O
of O O O
the O O O
situation O O O
and O O O
reality O O O
of O O O
the O O O
country O O O
: O O O
none O O O
of O O O
the O O O
current O O O
" O O O
advocates O O O
of O O O
market O O O
economy O O O
, O O O
private O O O
ownership O O O
and O O O
dictatorship O O O
of O O O
the O O O
bourgeoisie O O O
" O O O
has O O O
established O O O
and O O O
proposed O O O
a O O O
new O O O
deal O O O
" O O O
against O O O
planned O O O
economy O O O
, O O O
public O O O
ownership O O O
and O O O
dictatorship O O O
of O O O
the O O O
proletariat O O O
. O O O
" O O O

all O O O
their O O O
criticisms O O O
are O O O
directed O O O
at O O O
the O O O
developmental O O O
symptoms O O O
such O O O
as O O O
" O O O
lower O O O
efficiency O O O
due O O O
to O O O
centralized O O O
management O O O
" O O O
or O O O
" O O O
inhibition O O O
of O O O
the O O O
will O O O
of O O O
productivity O O O
by O O O
undue O O O
political O O O
pressure O O O
resulting O O O
from O O O
class O O O
struggles O O O
during O O O
the O O O
new O O O
deal O O O
, O O O
" O O O
all O O O
their O O O
proclamations O O O
are O O O
political O O O
attacks O O O
and O O O
instigation O O O
aimed O O O
to O O O
win O O O
over O O O
the O O O
less O O B-PERCENT
than O O I-PERCENT
5 O O I-PERCENT
% O O I-PERCENT
" O O O
vested O O O
interests O O O
, O O O
" O O O
and O O O
their O O O
development O O O
logic O O O
asks O O O
the O O O
" O O B-PERCENT
95 O O I-PERCENT
% O O I-PERCENT
" O O I-PERCENT
laboring O O O
people O O O
to O O O
stay O O O
where O O O
they O O O
are O O O
and O O O
willingly O O O
endure O O O
the O O O
hard O O O
work O O O
-- O O O
it O O O
speaks O O O
for O O O
itself O O O
how O O O
empty O O O
, O O O
ridiculous O O O
, O O O
sick O O O
, O O O
ignorant O O O
and O O O
anti-government O O O
it O O O
is O O O
. O O O

that O O O
's O O O
why O O O
i O O O
want O O O
to O O O
say O O O
to O O O
the O O O
world O O O
and O O O
the O O O
age O O O
by O O O
the O O O
end O O O
of O O O
the O O O
article O O O
: O O O
when O O O
the O O O
father O O O
's O O O
toes O O O
are O O O
injured O O O
, O O O
we O O O
should O O O
try O O O
our O O O
best O O O
to O O O
treat O O O
the O O O
foot O O O
problem O O O
, O O O
and O O O
open O O O
up O O O
a O O O
new O O O
life O O O
and O O O
embrace O O O
health O O O
in O O O
the O O O
principle O O O
of O O O
